id,reviewer,rating,text
,wrong wrong,,
,,5,"사장님 근본있으시고 좋으심. 웬 이상한 사람들이 몰려와서 별점 테러하는데, 그거 영업 방해로 고소당할 수 있다는 거 알고 저러는지 ㅉㅉ"
ChdDSUhNMG9nS0VJQ0FnSUNLOC1PbTV3RRAB,Nolan,5,"카페 생긴 것도 모르는데, 벌써 부터 끌리는 이 느낌... 멧돼지 털 하나 없이 청결할 것 같은 느낌..."
,Nolan,,
,,5,"카페 생긴 것도 모르는데, 벌써 부터 끌리는 이 느낌... 멧돼지 털 하나 없이 청결할 것 같은 느낌..."
ChZDSUhNMG9nS0VJQ0FnSUNLd0lHaWNnEAE,김비비,1,페미니스트 손님에게 돈은 받지만 빨리 갔으면 좋겠다 라는게 사장 마인드이던데 정말 대단한 가치관 지니셨습니다
,김비비,,
,,1,페미니스트 손님에게 돈은 받지만 빨리 갔으면 좋겠다 라는게 사장 마인드이던데 정말 대단한 가치관 지니셨습니다
ChZDSUhNMG9nS0VJQ0FnSUNLd1BHekxnEAE,이승현,5,아무런 증거도 없는데 그저 트위터 망상글하나만으로 멀쩡한 매장 테러하는 언냐들 보니 믿음이 가는거 같습니다.
,이승현,,
,,5,아무런 증거도 없는데 그저 트위터 망상글하나만으로 멀쩡한 매장 테러하는 언냐들 보니 믿음이 가는거 같습니다.
ChdDSUhNMG9nS0VJQ0FnSUNLd0tITF9RRRAB,임현준,5,사장님이 정말 친절하시고 커피맛도 좋아요 ㅎㅎ 무엇보다 투블럭한 여자들이 안보여서 쾌적하다는게 장점입니다~!
,임현준,,
,,5,사장님이 정말 친절하시고 커피맛도 좋아요 ㅎㅎ 무엇보다 투블럭한 여자들이 안보여서 쾌적하다는게 장점입니다~!
ChZDSUhNMG9nS0VJQ0FnSUNLd002UkRBEAE,asasdas asd,5,여기가 그렇게맛있다면서요 ㅎㅎ?? 변호사도움필요하시지않나요? 고소될만한게많이보이는거같네요
,asasdas asd,,
,,5,여기가 그렇게맛있다면서요 ㅎㅎ?? 변호사도움필요하시지않나요? 고소될만한게많이보이는거같네요
ChdDSUhNMG9nS0VJQ0FnSUQtNnBuN2dRRRAB,콘맹이,5,커피 너무 맛있어요 ㅠㅠㅠㅠ
,콘맹이,,
,,5,커피 너무 맛있어요 ㅠㅠㅠㅠ
ChdDSUhNMG9nS0VJQ0FnSUNLd003VGtnRRAB,우엉,5,고객들의 기분을 고려하여 직원 채용시에도 신중하게 정신에 문제 있는 사람을 거를 줄 아는 이런 카페가 많아졌으면 좋겠어요 직원이 페미니즘이니 뭐니 하며 외모 이상하게 해놓고 혼자 발끈하면서 이상한 소리 해대면 가서 돈 쓰고도 기분만 잡쳐서 항상 파이팅입니다 단골 될게요~
,우엉,,
,,5,고객들의 기분을 고려하여 직원 채용시에도 신중하게 정신에 문제 있는 사람을 거를 줄 아는 이런 카페가 많아졌으면 좋겠어요 직원이 페미니즘이니 뭐니 하며 외모 이상하게 해놓고 혼자 발끈하면서 이상한 소리 해대면 가서 돈 쓰고도 기분만 잡쳐서 항상 파이팅입니다 단골 될게요~
ChdDSUhNMG9nS0VJQ0FnSUNLd05uM3JRRRAB,이재은,5,굴하지 마세요 나도 자영업 합니다 카페의 평가는 커피맛 인테리어입니다 별점 테러 당한거니 개의치 마시고 들려주세요 응원합니다
,이재은,,
,,5,굴하지 마세요 나도 자영업 합니다 카페의 평가는 커피맛 인테리어입니다 별점 테러 당한거니 개의치 마시고 들려주세요 응원합니다
ChZDSUhNMG9nS0VJQ0FnSUNLb09UOVZnEAE,목격자냥이,5,와꾸가 1순위인 카페에서 와꾸보고 탈락시키는게 여성인권이랑 무슨상관이고? 남자가 와꾸 때문에 떨어졌다고 하면 개빻은 냄져가 어딜 들이미노이기야 할 것들이ㅋㅋ
,목격자냥이,,
,,5,와꾸가 1순위인 카페에서 와꾸보고 탈락시키는게 여성인권이랑 무슨상관이고? 남자가 와꾸 때문에 떨어졌다고 하면 개빻은 냄져가 어딜 들이미노이기야 할 것들이ㅋㅋ
ChdDSUhNMG9nS0VJQ0FnSUNLa3RIUXdRRRAB,Roland Nam,5,이 시국에 페미들한테 미움을 받는 곳 그리고 페미들에게 기죽어 사과하지 않는 곳 = 아주 훌륭하고 올바른 영업을 하고 있다는 뜻  미친 한녀들은 우리 한남들이 다 뒤지게 패서 없애버릴 테니까 걱정말고 영업 하세요 ㅎㅎ
,Roland Nam,,
,,5,이 시국에 페미들한테 미움을 받는 곳 그리고 페미들에게 기죽어 사과하지 않는 곳 = 아주 훌륭하고 올바른 영업을 하고 있다는 뜻  미친 한녀들은 우리 한남들이 다 뒤지게 패서 없애버릴 테니까 걱정말고 영업 하세요 ㅎㅎ
ChZDSUhNMG9nS0VJQ0FnSUNLb0pMRVl3EAE,마수리,5,분위기 맛 굿!  페미들 또주작하네요 ..알바얘긴데 손님 얼평한다고 .ㅋㅋ물론 면접보러간 사실도 주작일지도...
,마수리,,
,,5,분위기 맛 굿!  페미들 또주작하네요 ..알바얘긴데 손님 얼평한다고 .ㅋㅋ물론 면접보러간 사실도 주작일지도...
ChZDSUhNMG9nS0VJQ0FnSUNLdlptTlZ3EAE,200포마스터,5,직원분들이 너무친절하시고 분위기며 뭐하나빠질거없이 너무좋은 카페입니다 재방문 의지 10000프로요
,200포마스터,,
,,5,직원분들이 너무친절하시고 분위기며 뭐하나빠질거없이 너무좋은 카페입니다 재방문 의지 10000프로요
ChdDSUhNMG9nS0VJQ0FnSUNLb0lTb3ZnRRAB,밥콩일기,5,출장중에 우연히 들렀는데 제 인생커피를 만나고 왔습니다. 사장님도 친절하세요! 또 들리겠습니다 ^^
,밥콩일기,,
,,5,출장중에 우연히 들렀는데 제 인생커피를 만나고 왔습니다. 사장님도 친절하세요! 또 들리겠습니다 ^^
ChZDSUhNMG9nS0VJQ0FnSURTMjhDOUVREAE,신연규,5,여기 커피맛집이에요!! 사장님께서 커피에 대해 남다른 애정이 있으신 것 같더라고요!! 진짜 커피 존맛탱😆…
,신연규,,
,,5,여기 커피맛집이에요!! 사장님께서 커피에 대해 남다른 애정이 있으신 것 같더라고요!! 진짜 커피 존맛탱😆…
ChdDSUhNMG9nS0VJQ0FnSUNLd0xYbGlnRRAB,ddd ddd,5,여기다가 별점 1점준분들은 중화인민공화국 명예시민으로 인정합니다
,ddd ddd,,
,,5,여기다가 별점 1점준분들은 중화인민공화국 명예시민으로 인정합니다
ChdDSUhNMG9nS0VJQ0FnSUNLd1A2MW9nRRAB,bongpal park,5,피해망상으로 가득찬 주관적인 후기에 애꿎은 사장님만 피해입으셨네 진짜 잘거르신듯 ㅋㅋ 구글도 평점 복구되고 네이버는 당연히 4점 중반 유지중 ^^
,bongpal park,,
,,5,피해망상으로 가득찬 주관적인 후기에 애꿎은 사장님만 피해입으셨네 진짜 잘거르신듯 ㅋㅋ 구글도 평점 복구되고 네이버는 당연히 4점 중반 유지중 ^^
ChdDSUhNMG9nS0VJQ0FnSUNLd01XS3VnRRAB,이광명,5,그분들 없어도 장사 잘되요^^ 정상적인 사람이 훨씬 많은 세상이니까요. 번창하세요 사장님!
,이광명,,
,,5,그분들 없어도 장사 잘되요^^ 정상적인 사람이 훨씬 많은 세상이니까요. 번창하세요 사장님!
ChZDSUhNMG9nS0VJQ0FnSUNLX1lqQUNREAE,최은현,5,매번 기분좋게 잘먹고가는 단골입니다.  근데 돼지들한태 좌표찍혔나요 리뷰의 상태가 왜이러냐
,최은현,,
,,5,매번 기분좋게 잘먹고가는 단골입니다.  근데 돼지들한태 좌표찍혔나요 리뷰의 상태가 왜이러냐
ChZDSUhNMG9nS0VJQ0FnSUNLdlk2QkFnEAE,맨Q,5,개념맛집 ^^ 여기가면 불편ㅇ한 분들 안볼수있어서 너무 좋습니다 쾌적해요~ 사장님이 무엇보다 인성이 바르신분 ^*^
,맨Q,,
,,5,개념맛집 ^^ 여기가면 불편ㅇ한 분들 안볼수있어서 너무 좋습니다 쾌적해요~ 사장님이 무엇보다 인성이 바르신분 ^*^
ChZDSUhNMG9nS0VJQ0FnSUNxbU4yTUZ3EAE,변도성,5,소식듣고 찾아갔습니다 친절하시고 커피도 맛있습니다. 사장님 아주 현명하십니다ㅎㅎ 피해의식 쩔어있는 그런애들은 거르는게 답이죠
,변도성,,
,,5,소식듣고 찾아갔습니다 친절하시고 커피도 맛있습니다. 사장님 아주 현명하십니다ㅎㅎ 피해의식 쩔어있는 그런애들은 거르는게 답이죠
ChZDSUhNMG9nS0VJQ0FnSUNLd0lXd0VREAE,Boy,5,너무 맛있게 잘먹었어요. 사장님이 정신병자들 때문에 고생이 많네요... 세상이 어떻게 될런지 저런 애들이 ....;;
,Boy,,
,,5,너무 맛있게 잘먹었어요. 사장님이 정신병자들 때문에 고생이 많네요... 세상이 어떻게 될런지 저런 애들이 ....;;
ChdDSUhNMG9nS0VJQ0FnSUNLdmFUdHZBRRAB,mmn nnm,5,아 너무 맛있어~~~~~응 맛있어 ~~~~~~~~ 남자 손님오면 침뱉니 락스넣니 하는 일베와 같은 페미년을 받는 사장이 어딨어?ㅋㅋ 생각 좀 해ㅋㅋ
,mmn nnm,,
,,5,아 너무 맛있어~~~~~응 맛있어 ~~~~~~~~ 남자 손님오면 침뱉니 락스넣니 하는 일베와 같은 페미년을 받는 사장이 어딨어?ㅋㅋ 생각 좀 해ㅋㅋ
ChdDSUhNMG9nS0VJQ0FnSUNLd0pPdy1BRRAB,Pharrell Jeong,5,커피 넘  맛있네요. 사장님도 친절하시고 너무 좋습니다. 다음에도 또 방문헤야겠네요!
,Pharrell Jeong,,
,,5,커피 넘  맛있네요. 사장님도 친절하시고 너무 좋습니다. 다음에도 또 방문헤야겠네요!
ChdDSUhNMG9nS0VJQ0FnSUNLdmIzbTFRRRAB,루이스문스키,5,지능이 떨어지니 자기 감정에만 치중하는것들하고 맞서는 사장님의 모습이 너무 보기 좋습니다. 응원합니다!
,루이스문스키,,
,,5,지능이 떨어지니 자기 감정에만 치중하는것들하고 맞서는 사장님의 모습이 너무 보기 좋습니다. 응원합니다!
ChZDSUhNMG9nS0VJQ0FnSUNLd09ITEVnEAE,sh g,5,사장님도 친절하시고 분위기도 좋습니다. 일부러 찾아가 볼만한 곳인듯
,sh g,,
,,5,사장님도 친절하시고 분위기도 좋습니다. 일부러 찾아가 볼만한 곳인듯
ChZDSUhNMG9nS0VJQ0FnSUNLb015d0lBEAE,아되는게뭐야,5,정말 좋은곳입니다 커피도 좋구요 이상한 그것들이 별점 테러하네요 힘내세요!!
,아되는게뭐야,,
,,5,정말 좋은곳입니다 커피도 좋구요 이상한 그것들이 별점 테러하네요 힘내세요!!
ChdDSUhNMG9nS0VJQ0FnSUNLb0pxQm5RRRAB,그그그그,5,사장님 힘내세여 페미들 발작버튼 눌려서 그래요 ㅎㅎ 페미들이 화나면 정상적인 집입니다 화이팅!
,그그그그,,
,,5,사장님 힘내세여 페미들 발작버튼 눌려서 그래요 ㅎㅎ 페미들이 화나면 정상적인 집입니다 화이팅!
ChdDSUhNMG9nS0VJQ0FnSUNLd0szanlBRRAB,원써니,5,"사장님, 별점 테러에 흔들리지 마세요. 정신병자들이 다녀간 것 뿐이고 최초 게시자 트윗 보고 고소하시면 됩니다."
,원써니,,
,,5,"사장님, 별점 테러에 흔들리지 마세요. 정신병자들이 다녀간 것 뿐이고 최초 게시자 트윗 보고 고소하시면 됩니다."
ChdDSUhNMG9nS0VJQ0FnSUNLd0o3WTZ3RRAB,만두좋아,5,사장님 정말 친절하시고 좋습니다 괜히 분탕피우지마세요 가게도 안가봤으면서
,만두좋아,,
,,5,사장님 정말 친절하시고 좋습니다 괜히 분탕피우지마세요 가게도 안가봤으면서
ChdDSUhNMG9nS0VJQ0FnSUNLd0ttcjlnRRAB,Korinia liberty222,5,사업 번창하시길 바랍니다. 문제될만한 사람 안뽑는거 사장님 재량이고 뭐라하든 신경쓰지마세요
,Korinia liberty222,,
,,5,사업 번창하시길 바랍니다. 문제될만한 사람 안뽑는거 사장님 재량이고 뭐라하든 신경쓰지마세요
ChZDSUhNMG9nS0VJQ0FnSURLdHQ2UFdBEAE,Jewel YOO,5,"커피, 케잌 맛있어요🥰…"
,Jewel YOO,,
,,5,"커피, 케잌 맛있어요🥰…"
ChdDSUhNMG9nS0VJQ0FnSUNLd0tiTmx3RRAB,EW An,5,사장님 친절하시고 커피맛있습니다  쿵쾅쿵쾅 거리는 별점테러가 달리는 이유는 모르겟네요
,EW An,,
,,5,사장님 친절하시고 커피맛있습니다  쿵쾅쿵쾅 거리는 별점테러가 달리는 이유는 모르겟네요
ChdDSUhNMG9nS0VJQ0FnSUNLd09fRDV3RRAB,신요한 (실버주모),5,커피도 맛있고 서비스도 좋아요!! ㅎㅎ 인생이 할짓없는 년들이 와서 테러하는데 신경끄시고 장사잘하시길!
,신요한 (실버주모),,
,,5,커피도 맛있고 서비스도 좋아요!! ㅎㅎ 인생이 할짓없는 년들이 와서 테러하는데 신경끄시고 장사잘하시길!
ChdDSUhNMG9nS0VJQ0FnSUNLd05iMDl3RRAB,김윤수,5,예전에 여자친구랑 밤리단길 갈때 가본적있는데 좋았어요~ 사장님 힘내세요!
,김윤수,,
,,5,예전에 여자친구랑 밤리단길 갈때 가본적있는데 좋았어요~ 사장님 힘내세요!
ChZDSUhNMG9nS0VJQ0FnSUNLdllqQ1pBEAE,ChangHyun Kim,5,분위기가 너무좋고 사장님 알바 모두 친절합니다 기분좋은 하루네요^^
,ChangHyun Kim,,
,,5,분위기가 너무좋고 사장님 알바 모두 친절합니다 기분좋은 하루네요^^
ChZDSUhNMG9nS0VJQ0FnSUNLaEtLR2VREAE,최준혁,5,저는 가본적은 없지만 최소한 사장님이 자기랑 의견이 다른사람을 대할때 예의있는 분이라는 건 알 것 같네요 응원합니다
,최준혁,,
,,5,저는 가본적은 없지만 최소한 사장님이 자기랑 의견이 다른사람을 대할때 예의있는 분이라는 건 알 것 같네요 응원합니다
ChZDSUhNMG9nS0VJQ0FnSUMyMGZIdGJ3EAE,최애리,1,뭐... 망할카페겠지만..제가 혹시라도 카페 갈까봐 흔적 남깁니다 절대 가고싶지않네요^^
,최애리,,
,,1,뭐... 망할카페겠지만..제가 혹시라도 카페 갈까봐 흔적 남깁니다 절대 가고싶지않네요^^
ChZDSUhNMG9nS0VJQ0FnSUNLd1BiMmV3EAE,A Double,5,맛잇어요~ 분위기도 좋고 사장님도 친절하시구 또다시 방문하고 싶어요 :)
,A Double,,
,,5,맛잇어요~ 분위기도 좋고 사장님도 친절하시구 또다시 방문하고 싶어요 :)
ChdDSUhNMG9nS0VJQ0FnSURLb0xqd293RRAB,디렉터 강_Director Kang,5,안뽑아도 이 사태나는데 뽑고 났으면 이런 저런 사건 다 편집증 마냥 재구성해서 여러 소설 커뮤에 공개했겠지. 세상에.. 파국이다~
,디렉터 강_Director Kang,,
,,5,안뽑아도 이 사태나는데 뽑고 났으면 이런 저런 사건 다 편집증 마냥 재구성해서 여러 소설 커뮤에 공개했겠지. 세상에.. 파국이다~
ChdDSUhNMG9nS0VJQ0FnSUNLb0xEQjhRRRAB,김기득,5,어떤 사람이 제대로 접객할 수 있는지 잘 아시는 분입니다. 커피맛도 좋더라고요
,김기득,,
,,5,어떤 사람이 제대로 접객할 수 있는지 잘 아시는 분입니다. 커피맛도 좋더라고요
ChZDSUhNMG9nS0VJQ0FnSUNLdmZ1QkR3EAE,따오기,5,맛 분위기 직원친절 뭐하나 빼놓을거없이 좋네요 강추합니다^^
,따오기,,
,,5,맛 분위기 직원친절 뭐하나 빼놓을거없이 좋네요 강추합니다^^
ChZDSUhNMG9nS0VJQ0FnSUNLdmZqU1BnEAE,Nfeuvxsrh,5,여기 분위기 좋음 ㄹㅇ 거기에 안티페미하는 사장님 안목도 탁월^^ 열등감 페미는 알바하지 말고 집에서 혼자 남혐이나 해야지 ^오^
,Nfeuvxsrh,,
,,5,여기 분위기 좋음 ㄹㅇ 거기에 안티페미하는 사장님 안목도 탁월^^ 열등감 페미는 알바하지 말고 집에서 혼자 남혐이나 해야지 ^오^
ChZDSUhNMG9nS0VJQ0FnSUNLd0xhak1REAE,dwdwdqwd dwdwwdwd,5,너무 맛있게 먹느라 사진은 못 찍었지만 내부도 이쁘고  사장님도 친절해서 좋았습니다
,dwdwdqwd dwdwwdwd,,
,,5,너무 맛있게 먹느라 사진은 못 찍었지만 내부도 이쁘고  사장님도 친절해서 좋았습니다
ChZDSUhNMG9nS0VJQ0FnSUNLd01HZE5BEAE,김김,5,잉 여기 가끔 가는 곳인데 단 한번도 문제 행동 겪은 적 없음. 대체 왜 테러함??
,김김,,
,,5,잉 여기 가끔 가는 곳인데 단 한번도 문제 행동 겪은 적 없음. 대체 왜 테러함??
ChdDSUhNMG9nS0VJQ0FnSUNLd1B1M3JRRRAB,바타고,5,가게의 세세한 부분까지(종업원이라던가) 사장님께서 까다롭게 엄선한 티가 납니다. 믿고 가셔도 될 것 같아요!
,바타고,,
,,5,가게의 세세한 부분까지(종업원이라던가) 사장님께서 까다롭게 엄선한 티가 납니다. 믿고 가셔도 될 것 같아요!
ChZDSUhNMG9nS0VJQ0FnSUNLd05iUk5BEAE,반돌,5,조만간 한번 더 들리겠습니다. 혐오없고 더 나은 사회를 위해 힘써주셔서  정말 감사합니다!
,반돌,,
,,5,조만간 한번 더 들리겠습니다. 혐오없고 더 나은 사회를 위해 힘써주셔서  정말 감사합니다!
ChdDSUhNMG9nS0VJQ0FnSUNLd0plLXZnRRAB,ᄒᄒᄒ,5,페미를받는다>지가 일못하고 뭐라하면 왜 나한테 공감못해주냐 앙심품음>한 6개월쯤뒤에 한국식 미투해서 돈뜯어내러옴 ㅋ
,ᄒᄒᄒ,,
,,5,페미를받는다>지가 일못하고 뭐라하면 왜 나한테 공감못해주냐 앙심품음>한 6개월쯤뒤에 한국식 미투해서 돈뜯어내러옴 ㅋ
ChZDSUhNMG9nS0VJQ0FnSUNLd04yQVpnEAE,박정근,5,페미같은 허상쫓는 벌레들 침투안하게 만드신 사장님의 혜안 존경합니다
,박정근,,
,,5,페미같은 허상쫓는 벌레들 침투안하게 만드신 사장님의 혜안 존경합니다
ChZDSUhNMG9nS0VJQ0FnSUNLd0ozVFlnEAE,ᄋᄋ,5,사장님! 한번 방문할때 케이크 3개 커피 6개씩 쳐먹는 돼지들한테 밉보여서 매출은 줄어드시겠지만서도 옳은 선택 하셨습니다! 파이팅!
,,5,사장님! 한번 방문할때 케이크 3개 커피 6개씩 쳐먹는 돼지들한테 밉보여서 매출은 줄어드시겠지만서도 옳은 선택 하셨습니다! 파이팅!
ChdDSUhNMG9nS0VJQ0FnSUNLb05pUTdRRRAB,아치,5,고객서비스를 위해 원두 뿐만아니라 직원 채용에도 각별히 신경쓰시는 사장님 존경합니다
,아치,,
,,5,고객서비스를 위해 원두 뿐만아니라 직원 채용에도 각별히 신경쓰시는 사장님 존경합니다
ChZDSUhNMG9nS0VJQ0FnSUNLb1BMaUpnEAE,김태완,5,정말정말 맛있고 사장님이 너무 친절하십니다! 이곳만큼 서비스가 좋은곳을 본적이 없어요!
,김태완,,
,,5,정말정말 맛있고 사장님이 너무 친절하십니다! 이곳만큼 서비스가 좋은곳을 본적이 없어요!
ChdDSUhNMG9nS0VJQ0FnSUNHdlpUMDV3RRAB,김미진,5,가보고 싶었던 곳이였는데 이제야 가봤네요!!커피 완전 맛나고 친절하고 깔끔하기 까지 좋았어요
,김미진,,
,,5,가보고 싶었던 곳이였는데 이제야 가봤네요!!커피 완전 맛나고 친절하고 깔끔하기 까지 좋았어요
ChZDSUhNMG9nS0VJQ0FnSUNLX2FqVFdREAE,낫사냥꾼,5,별점 1점 리뷰 특징 : 리뷰 달아본적도 없는 신규계정들로 와서 테러질.  별점 5점 리뷰 특징 : 다른 리뷰들도 객관적으로 남기는 본계정들
,낫사냥꾼,,
,,5,별점 1점 리뷰 특징 : 리뷰 달아본적도 없는 신규계정들로 와서 테러질.  별점 5점 리뷰 특징 : 다른 리뷰들도 객관적으로 남기는 본계정들
ChZDSUhNMG9nS0VJQ0FnSUNLd1B1OGJ3EAE,심환석,5,커피가 너무 맛있을 것 같아요 사장님이 너무 친절할 것 같아요 여장남자는 없어요
,심환석,,
,,5,커피가 너무 맛있을 것 같아요 사장님이 너무 친절할 것 같아요 여장남자는 없어요
ChdDSUhNMG9nS0VJQ0FnSUNLd0xIVW13RRAB,울프갱갱,5,맛도 좋고 서비스도 좋습니다 추천!!! 동물은 출입금진데 어떻게 리뷰를 남기는지 모르겠네요
,울프갱갱,,
,,5,맛도 좋고 서비스도 좋습니다 추천!!! 동물은 출입금진데 어떻게 리뷰를 남기는지 모르겠네요
ChdDSUhNMG9nS0VJQ0FnSUNLb1BxRTR3RRAB,결,1,커피 맛도 끔찍하고.. 이런 걸 누가 사먹나요. 공짜로 줘도 안 먹습니다. 커피 맛집이라면서 탄내 납니다.
,결,,
,,1,커피 맛도 끔찍하고.. 이런 걸 누가 사먹나요. 공짜로 줘도 안 먹습니다. 커피 맛집이라면서 탄내 납니다.
ChdDSUhNMG9nS0VJQ0FnSUNLbVBXYW9BRRAB,데헷테레오,5,이곳 사장님의 운영철학에 감동하고 갑니다. 늘 번창하십쇼. 돈쭐내러 가겠습니다.
,데헷테레오,,
,,5,이곳 사장님의 운영철학에 감동하고 갑니다. 늘 번창하십쇼. 돈쭐내러 가겠습니다.
ChZDSUhNMG9nS0VJQ0FnSUNLd05idEZ3EAE,Jionnes pa,5,귀찮아서 리뷰 잘안하는데 분위기 좋고 맛도 좋아서 이렇게 리뷰 남깁니다~ 좋아요!!
,Jionnes pa,,
,,5,귀찮아서 리뷰 잘안하는데 분위기 좋고 맛도 좋아서 이렇게 리뷰 남깁니다~ 좋아요!!
ChZDSUhNMG9nS0VJQ0FnSUNLdGNia0Z3EAE,컵케익,5,인성이 바르고 친절하신 사장님이 운영하시는 카페입니다. 커피맛도 매우 훌륭합니다.
,컵케익,,
,,5,인성이 바르고 친절하신 사장님이 운영하시는 카페입니다. 커피맛도 매우 훌륭합니다.
ChZDSUhNMG9nS0VJQ0FnSUNLb0tMQWJREAE,김현범,5,커피도 맛있고 무엇보다 사장님이 너무 친절하시고 마인드도 좋으신 것 같네요. 존경스럽습니다 ㅎㅎ
,김현범,,
,,5,커피도 맛있고 무엇보다 사장님이 너무 친절하시고 마인드도 좋으신 것 같네요. 존경스럽습니다 ㅎㅎ
ChdDSUhNMG9nS0VJQ0FnSUNLb1BEbDZ3RRAB,춘식이13,5,커플끼리 가기 좋은 곳이에요. 사장님도 친절하시고 매장도 깔끔합니다. ^^*
,춘식이13,,
,,5,커플끼리 가기 좋은 곳이에요. 사장님도 친절하시고 매장도 깔끔합니다. ^^*
ChZDSUhNMG9nS0VJQ0FnSUNLd0lQSEdnEAE,찰진핑핑이,5,분위기 좋다. 인테리어가 깔끔 모던이라 사진찍기 좋음 커피는 다소 비싼편
,찰진핑핑이,,
,,5,분위기 좋다. 인테리어가 깔끔 모던이라 사진찍기 좋음 커피는 다소 비싼편
ChZDSUhNMG9nS0VJQ0FnSUNLd0lLRGFBEAE,단단,1,응대 태도 정말 별로예요.. 맛도 없고.. 그냥 딴 데 가세요.. 근처 카페 많은데 여기가 필요가 1도 없음
,단단,,
,,1,응대 태도 정말 별로예요.. 맛도 없고.. 그냥 딴 데 가세요.. 근처 카페 많은데 여기가 필요가 1도 없음
ChdDSUhNMG9nS0VJQ0FnSUNLb01pUHF3RRAB,Jizz!,5,투블럭 머리를 하거나 남자같이 생긴 여자들 뽑으면 남자 손님 음식에 침같은 이물질을 넣는다고 하더라구요
,Jizz!,,
,,5,투블럭 머리를 하거나 남자같이 생긴 여자들 뽑으면 남자 손님 음식에 침같은 이물질을 넣는다고 하더라구요
ChdDSUhNMG9nS0VJQ0FnSUNLb0lpY253RRAB,kyle lee,5,여기가 뷔페니즘을 잘 발라주신다는 그 맛집이군요^^ 페미분들 공부 좀 하시고 하시는 김에 디톡스도 좀 하세요~
,kyle lee,,
,,5,여기가 뷔페니즘을 잘 발라주신다는 그 맛집이군요^^ 페미분들 공부 좀 하시고 하시는 김에 디톡스도 좀 하세요~
ChdDSUhNMG9nS0VJQ0FnSUNLd09YMGhBRRAB,정성모,5,분위기가 좋고 사장님이 너무 친절하십니다. 다시 방문하고 싶네요 ^^
,정성모,,
,,5,분위기가 좋고 사장님이 너무 친절하십니다. 다시 방문하고 싶네요 ^^
ChdDSUhNMG9nS0VJQ0FnSUNLdmEtaGd3RRAB,쥬얼리,5,사장님 응원합니다. 카페가 이쁘고 커피 맛만 좋은 줄 알았더니 그게 다가 아니었네요^-^
,쥬얼리,,
,,5,사장님 응원합니다. 카페가 이쁘고 커피 맛만 좋은 줄 알았더니 그게 다가 아니었네요^-^
ChdDSUhNMG9nS0VJQ0FnSUNLdmRldS13RRAB,문성완,5,맛있고 분위기도 좋은데 입구주변에 멧돼지들이 보여서 무섭네요
,문성완,,
,,5,맛있고 분위기도 좋은데 입구주변에 멧돼지들이 보여서 무섭네요
ChZDSUhNMG9nS0VJQ0FnSUNLd01uRFhREAE,ᄅᄋᄏᄏ,5,으이그 그분들 돈안드는건 제일 잘하시네~ 맛있어요 번창하세요
,ᄅᄋᄏᄏ,,
,,5,으이그 그분들 돈안드는건 제일 잘하시네~ 맛있어요 번창하세요
ChdDSUhNMG9nS0VJQ0FnSUNLM2VQVzZnRRAB,전준영 (Reus),5,페미하시는분들~ 인생을 다른 이를 혐오하는데 쓰지말고 조금 더 건설적인 일을해보아요!
,전준영 (Reus),,
,,5,페미하시는분들~ 인생을 다른 이를 혐오하는데 쓰지말고 조금 더 건설적인 일을해보아요!
ChdDSUhNMG9nS0VJQ0FnSUNLd1A2LXl3RRAB,폭격기팩트,5,ㅋㅋㅋ 페미나치들 또 우르르 와서 공격하는거봐라 페미가 자기 유리하게  만드는말 그대로믿는것도 지능 알만함 지 행동과 말투 생김새 보면 딱페미인거 알만하니까 거부하는거지
,폭격기팩트,,
,,5,ㅋㅋㅋ 페미나치들 또 우르르 와서 공격하는거봐라 페미가 자기 유리하게  만드는말 그대로믿는것도 지능 알만함 지 행동과 말투 생김새 보면 딱페미인거 알만하니까 거부하는거지
ChZDSUhNMG9nS0VJQ0FnSUNLd09HSVVREAE,박성환,5,여기가 그렇게 페미를 잘 거르는 곳이하고 들었습니다. 제발 페미는 얼굴에 페미라고 붙이고 다녔으면 좋겠습니다.
,박성환,,
,,5,여기가 그렇게 페미를 잘 거르는 곳이하고 들었습니다. 제발 페미는 얼굴에 페미라고 붙이고 다녔으면 좋겠습니다.
ChdDSUhNMG9nS0VJQ0FnSUNLd0xiWmhBRRAB,coby coby,5,"분위기 좋고 맛있는 커피, 그리고 무엇보다도 직원들이 친절하네요 ^^"
,coby coby,,
,,5,"분위기 좋고 맛있는 커피, 그리고 무엇보다도 직원들이 친절하네요 ^^"
ChZDSUhNMG9nS0VJQ0FnSUNLakxYellnEAE,RICKIE M,5,페미도 없고 커피도 맛있다니 갈 수밖에 없다. 페미가 몰카 찍을까봐 걱정도 안 해도 되겠네요!! 번창하세요!! (ू•ᴗ•ू❁)♡♡
,RICKIE M,,
,,5,페미도 없고 커피도 맛있다니 갈 수밖에 없다. 페미가 몰카 찍을까봐 걱정도 안 해도 되겠네요!! 번창하세요!! (ू•ᴗ•ू❁)♡♡
ChZDSUhNMG9nS0VJQ0FnSUNxNE9pQmZnEAE,케인,5,사장님 마인드보고 다녀왔어요 커피 써서 잘 안마시는데 이집커피는 뭔가 달달하게 넘어가네요ㅎㅎ
,케인,,
,,5,사장님 마인드보고 다녀왔어요 커피 써서 잘 안마시는데 이집커피는 뭔가 달달하게 넘어가네요ㅎㅎ
